feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,state
-0.004872,-0.000725,0.005303,0.015162,0.005217,0.006167,-0.000841,-1.378673,0.00158,0.00079,-0.0,2.12949,0.976562,1.953125,2.929688,6.835937,0.135347,0.231108,-0.011574,-0.007653,-0.002041,0.007211,-0.002111,0.005782,-0.010289,-1.366299,0.000872,0.000402,-0.0,2.12949,0.0,1.953125,2.929688,6.835937,0.042306,0.182094,0.0,0.085509,0.092606,0.102891,0.092167,0.00745,-1.873217,21.030748,0.008171,0.007511,-0.0,2.12949,0.976562,1.953125,8.789063,2.929688,1.552459,1.563891,stop
0.0,0.007181,0.010945,0.01652,0.01031,0.003713,-0.227634,-1.152773,0.002125,0.001157,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,0.259082,0.25948,-0.004263,-0.000817,0.002833,0.008408,0.002231,0.003622,-0.197065,-1.162251,0.001738,0.000521,-0.0,2.12949,0.0,1.953125,3.90625,4.882812,0.127772,0.13041,0.0,0.093767,0.097797,0.103472,0.096905,0.004948,-7.406828,141.411697,0.010107,0.008081,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,1.691315,1.69065,stop
-0.004303,0.000143,0.00543,0.016504,0.00429,0.004353,0.038072,-0.26537,0.00177,0.001092,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.20846,0.243574,-0.011634,-0.007616,-0.002386,0.008405,-0.003389,0.004291,0.037741,-0.406837,0.001182,0.000558,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.081852,0.143963,0.0,0.084518,0.089772,0.103457,0.089108,0.005741,-3.479431,55.287609,0.008788,0.007911,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,1.613183,1.620321,stop
0.0,0.012686,0.013605,0.019325,0.014556,0.002435,0.308806,0.056567,0.002037,0.00129,-0.0,2.12949,0.976562,1.953125,3.90625,4.882812,0.25271,0.275241,0.0,0.005688,0.006884,0.012634,0.00768,0.002448,0.443282,-0.970599,0.00191,0.000735,-0.0,2.12949,0.976562,3.90625,1.953125,4.882812,0.140373,0.180164,0.0,0.097931,0.098867,0.104838,0.099754,0.00401,-14.865633,371.16861,0.009545,0.007911,-0.0,2.12949,0.976562,3.90625,1.953125,2.929688,1.650799,1.654915,stop
0.0,0.004229,0.006478,0.019319,0.008513,0.005472,0.498112,-1.13008,0.004926,0.000978,-0.0,2.12949,0.976562,1.953125,2.929688,8.789063,0.23087,0.370788,-0.005308,-0.001885,1.5e-05,0.012622,0.002251,0.005326,0.507557,-1.190934,0.00478,0.000688,-0.0,2.12949,1.953125,2.929688,8.789063,0.0,0.127214,0.297556,0.0,0.087725,0.090219,0.104806,0.092566,0.00696,-1.908864,28.802717,0.012575,0.00777,-0.0,2.12949,0.976562,1.953125,2.929688,9.765625,1.617469,1.651415,stop
-0.002721,0.002593,0.006677,0.013682,0.006251,0.004609,-0.225832,-1.009201,0.00032,0.001042,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.181019,0.197444,-0.009154,-0.003902,0.000231,0.006985,-0.000302,0.00451,-0.247513,-0.993002,0.000727,0.000453,-0.0,2.12949,0.0,1.953125,2.929688,3.90625,0.075344,0.10586,0.0,0.085077,0.09033,0.097976,0.089422,0.006102,-3.274127,43.275742,0.005856,0.007778,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,1.560147,1.562757,stop
0.0,0.009876,0.011015,0.015636,0.011429,0.001862,0.377585,0.582859,0.000341,0.001266,-0.0,2.12949,0.976562,1.953125,4.882812,2.929688,0.240446,0.243034,0.0,0.003379,0.00458,0.009399,0.005093,0.001918,0.676388,-0.674039,0.000596,0.000812,-0.0,2.12949,0.976562,1.953125,4.882812,3.90625,0.13487,0.145466,0.0,0.092953,0.094394,0.099383,0.094668,0.003673,-16.604479,428.209045,0.006541,0.007929,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,1.617626,1.614784,stop
0.0,0.014556,0.015348,0.020074,0.015911,0.002018,0.090792,2.764362,0.002187,0.001527,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.29325,0.29986,0.0,0.008426,0.009052,0.014229,0.009782,0.002096,0.499422,-0.429076,0.001563,0.000953,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.194503,0.205228,0.0,0.098406,0.099283,0.105185,0.100035,0.003952,-15.671753,398.024261,0.008888,0.008336,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,1.677713,1.679198,stop
0.0,0.011559,0.015102,0.020136,0.014701,0.003603,-0.309092,-1.004427,0.000998,0.001516,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.324903,0.327422,0.0,0.0058,0.009173,0.014224,0.008803,0.003498,-0.259119,-1.171363,0.00071,0.00102,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.224876,0.229277,0.0,0.09463,0.098847,0.105156,0.098391,0.005411,-5.988209,104.599197,0.007028,0.008341,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,1.718982,1.719128,stop
-0.010238,0.004741,0.014162,0.019403,0.009556,0.009296,-1.060496,-0.449873,0.001113,0.001106,-0.0,2.12949,0.976562,1.953125,6.835937,2.929688,0.140332,0.360021,-0.016171,-0.001439,0.007839,0.013097,0.003245,0.009139,-1.070478,-0.43188,0.001189,0.000944,-0.0,2.12949,0.976562,1.953125,6.835937,2.929688,0.075772,0.334693,0.0,0.085585,0.097845,0.104352,0.091809,0.01201,-1.382122,2.556918,0.00674,0.007188,-0.0,2.12949,0.976562,1.953125,6.835937,2.929688,1.460171,1.522841,stop
