feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,state
0.0,0.02616,0.028476,0.032794,0.02803,0.002723,-1.428726,9.899318,0.0025,0.00626,-0.0,1.962227,0.976562,63.476562,64.453125,6.835937,0.640099,0.70442,0.0,0.020178,0.023546,0.033871,0.023197,0.004693,-0.503727,0.259911,0.001046,0.001673,-0.0,1.962227,0.976562,63.476562,64.453125,41.015625,0.771136,1.034491,0.0,0.173777,0.205788,0.250953,0.19655,0.033563,-0.821699,0.310975,0.018192,0.014676,-0.0,1.962227,0.976562,1.953125,2.929688,4.882812,4.766084,4.041772,normal
0.0,0.030616,0.031473,0.034912,0.031451,0.001666,-6.564489,122.23806,0.006351,0.005267,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.661003,0.701559,0.0,0.020186,0.022756,0.034968,0.022833,0.004143,-0.156993,0.665176,0.007621,0.002416,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.851959,1.134658,0.0,0.178878,0.207919,0.243998,0.201364,0.029595,-0.927052,1.291466,0.028556,0.015906,-0.0,2.12949,0.976562,1.953125,3.90625,5.859375,5.116142,4.564063,normal
0.0,0.028838,0.0305,0.034297,0.030159,0.002185,-2.870803,34.032932,0.005491,0.002678,-0.0,1.962227,0.976562,63.476562,64.453125,1.953125,0.64264,0.687513,0.0,0.019718,0.022908,0.033478,0.022873,0.004538,-0.192278,-0.13317,0.005428,0.003851,-0.0,1.962227,0.976562,63.476562,64.453125,2.929688,0.866918,1.031687,0.0,0.188203,0.203859,0.242844,0.201131,0.022598,-1.157448,5.423076,0.019231,0.014485,-0.0,1.962227,0.976562,1.953125,3.90625,4.882812,5.130906,4.380065,normal
0.0,0.025084,0.027121,0.032234,0.026926,0.002456,-1.407611,12.634043,0.005217,0.005699,-0.0,2.12949,0.976562,63.476562,1.953125,64.453125,0.637575,0.66353,0.0,0.012286,0.016808,0.031097,0.016611,0.005804,0.006284,-0.533065,0.007051,0.003487,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.825066,1.015215,0.0,0.189722,0.205119,0.238648,0.200496,0.022757,-1.455184,5.792622,0.012625,0.019118,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,5.291837,4.435397,normal
0.0,0.028757,0.030315,0.03508,0.029898,0.002504,-2.084122,18.954985,0.004071,0.003352,-0.0,2.12949,0.976562,63.476562,1.953125,64.453125,0.644881,0.708907,0.0,0.015098,0.018532,0.03046,0.018285,0.004768,-0.246789,-0.188318,0.00362,0.002197,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.869182,1.048569,0.0,0.176587,0.190914,0.241853,0.195017,0.022835,-0.356756,3.771057,0.021145,0.017338,-0.0,2.12949,0.976562,1.953125,2.929688,373.046875,5.868093,4.885196,normal
0.0,0.033931,0.035571,0.038413,0.035084,0.002127,-4.758393,70.636879,0.005246,0.002153,-0.0,2.12949,0.976562,63.476562,64.453125,1.953125,0.697747,0.709908,0.0,0.024456,0.027154,0.038721,0.027377,0.004447,-0.182955,0.688571,0.008685,0.004314,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,0.918829,1.026096,0.0,0.169431,0.207022,0.258702,0.200865,0.033955,-0.588711,0.001881,0.01091,0.017952,-0.0,2.12949,0.976562,1.953125,4.882812,2.929688,6.105157,4.933692,normal
0.0,0.032145,0.032833,0.035219,0.032807,0.001399,-12.567789,292.876923,0.002353,0.002141,-0.0,2.12949,0.976562,63.476562,64.453125,6.835937,0.688956,0.708925,0.0,0.022505,0.02592,0.037029,0.025522,0.004974,-0.45079,0.268518,0.004635,0.002007,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.96837,1.114209,0.0,0.167601,0.191004,0.240869,0.190644,0.031189,-0.457894,0.186996,0.025442,0.007775,-0.0,2.12949,0.976562,1.953125,4.882812,5.859375,6.205544,5.114273,normal
0.0,0.03064,0.031426,0.034444,0.031416,0.001485,-9.155676,193.392776,0.002981,0.003736,-0.0,2.12949,0.976562,63.476562,1.953125,64.453125,0.667435,0.6759,0.0,0.022935,0.0257,0.037075,0.025764,0.004082,-0.193009,0.995083,0.002431,0.003152,-0.0,2.12949,0.976562,63.476562,64.453125,3.90625,1.020958,1.082283,0.0,0.157685,0.188932,0.237931,0.186671,0.030588,-0.313359,-0.167219,0.013406,0.015341,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,6.77456,5.514407,normal
0.0,0.028629,0.031043,0.034685,0.030592,0.002424,-2.139877,23.118916,0.001096,0.005407,-0.0,2.12949,0.976562,63.476562,1.953125,64.453125,0.69498,0.744853,0.0,0.02615,0.028998,0.041575,0.029064,0.004007,-0.179391,2.160954,0.004297,0.003084,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.966237,1.14432,0.0,0.170304,0.193466,0.242073,0.194409,0.027805,-0.361618,0.806302,0.017695,0.020735,-0.0,2.12949,0.976562,1.953125,4.882812,3.90625,6.833763,5.675236,normal
0.0,0.031868,0.032772,0.036643,0.032759,0.001663,-7.438417,145.0672,0.004953,0.002074,-0.0,2.12949,0.976562,1.953125,63.476562,64.453125,0.714465,0.73621,0.0,0.021397,0.024245,0.034308,0.024084,0.004155,-0.435954,0.526984,0.004614,0.003601,-0.0,2.12949,0.976562,63.476562,64.453125,41.015625,0.934097,1.145649,0.0,0.178663,0.200765,0.248318,0.198449,0.023688,-0.667636,3.533939,0.038201,0.030383,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,6.843707,5.799073,normal
